Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
M00846541-I1,MANHATTAN,,2023-03-22,2024-02-25,339,2024-03-07,187.0,,Permit Entire,1064728,112,40.8633,-73.9214,240,NAGLE AVENUE,1,2218,25,DEN MENDEZ RA,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00846685-I1,MANHATTAN,,2023-03-22,2024-02-25,339,2024-03-22,170.0,,Permit Entire,1064681,208,40.8766,-73.90919,86,MARBLE HILL AVENUE,1,2215,569,AP PROFESSIONAL ENGINEERING PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00846910-I1,MANHATTAN,,2023-03-29,2024-02-25,332,2024-03-29,257.0,,Permit Entire,1009716,102,40.73594,-73.99467,12,WEST   14 STREET,1,577,34,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00847091-I1,MANHATTAN,,2023-04-06,2024-02-25,324,2024-05-26,201.0,,Permit Entire,1089445,110,40.80123,-73.95922,321,WEST  110 STREET,1,1846,7503,PR,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00847138-I1,MANHATTAN,,2023-03-28,2024-02-25,333,2024-03-28,110.0,,Permit Entire,1001029,101,40.70871,-74.01164,111,BROADWAY,1,49,2,TOHFAZ UDDIN PE PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00847139-I1,MANHATTAN,,2023-04-04,2024-02-25,326,2024-03-27,120.0,,Permit Entire,1035334,105,40.75193,-73.97831,120,PARK AVENUE,1,1276,33,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00847144-I1,MANHATTAN,,2023-03-23,2024-02-25,338,2024-03-23,34.0,,Permit Entire,1007217,102,40.72213,-73.99756,224,LAFAYETTE STREET,1,482,24,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00847348-I1,MANHATTAN,,2023-03-22,2024-02-25,339,2024-03-23,60.0,,Permit Entire,1048080,108,40.78074,-73.9539,155,EAST   88 STREET,1,1517,25,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00847425-I1,MANHATTAN,,2023-09-06,2024-02-25,171,2024-05-03,650.0,,Permit Entire,1031607,107,40.78836,-73.96771,300,CENTRAL PARK WEST,1,1204,29,MOHAMMAD AHEAD  PE,1,DOB NOW,Local Law 11,Other Zoning Districts
M00847449-I1,MANHATTAN,,2023-05-02,2024-02-25,298,2024-11-19,105.0,,Permit Entire,1014109,104,40.74436,-73.99777,259,WEST   22 STREET,1,772,15,PR,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00847715-I1,MANHATTAN,,2023-03-23,2024-02-25,338,2024-03-23,280.0,,Permit Entire,1077838,102,40.72873,-73.99911,210,THOMPSON STREET,1,537,1,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00847744-I1,MANHATTAN,,2023-03-27,2024-02-25,334,2024-07-01,487.0,,Permit Entire,1036195,106,40.75318,-73.97332,730,THIRD AVENUE,1,1300,33,PATUXENT ENGINEERING  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00847875-I1,MANHATTAN,,2023-03-29,2024-02-25,332,2024-03-29,220.0,,Permit Entire,1028661,107,40.77769,-73.97673,23,WEST   73 STREET,1,1126,14,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M00847918-I1,MANHATTAN,,2023-03-29,2024-02-25,332,2024-03-29,442.0,,Permit Entire,1051470,111,40.78796,-73.95244,50,EAST   98 STREET,1,1603,39,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00847931-I1,MANHATTAN,,2023-08-16,2024-02-25,192,2024-05-30,112.0,,Permit Entire,1054674,111,40.80299,-73.93487,224,EAST  125 STREET,1,1789,37,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00848071-I1,MANHATTAN,,2023-03-27,2024-02-25,334,2024-03-27,56.0,,Permit Entire,1082467,102,40.72222,-73.99802,61,CROSBY STREET,1,482,13,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00848285-I1,MANHATTAN,,2023-03-23,2024-02-25,338,2024-03-23,37.0,,Permit Entire,1005462,103,40.71877,-73.99104,95,ALLEN STREET,1,414,23,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00848328-I1,MANHATTAN,,2023-03-24,2024-02-25,337,2024-03-24,214.0,,Permit Entire,1033206,107,40.7893,-73.97618,251,WEST   87 STREET,1,1235,10,MOHAMMAD AHEAD  PE,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00848638-I1,MANHATTAN,,2023-03-23,2024-02-25,338,2024-03-07,25.0,,Permit Entire,1082676,102,40.72465,-73.99489,290,MULBERRY STREET,1,509,19,DEN MENDEZ RA,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00848711-I1,MANHATTAN,,2023-03-24,2024-02-25,337,2024-03-24,642.0,,Permit Entire,1070721,107,40.77679,-73.98431,170,WEST END AVENUE,1,1158,7505,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Other Zoning Districts
M00848828-I1,MANHATTAN,,2023-03-29,2024-02-25,332,2024-05-14,65.0,,Permit Entire,1032773,107,40.78699,-73.9788,490,WEST END AVENUE,1,1231,1,URBAN INTEGRATIONS,1,DOB NOW,Local Law 11,Other Zoning Districts
M00848916-I1,MANHATTAN,,2023-03-24,2024-02-25,337,2024-03-24,154.0,,Permit Entire,1087098,102,40.73413,-74.00521,225,WEST   10 STREET,1,620,7502,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00848932-I1,MANHATTAN,,2023-03-27,2024-02-25,334,2024-03-27,257.0,,Permit Entire,1012011,102,40.7349,-74.00954,167,PERRY STREET,1,637,81,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00849072-I1,MANHATTAN,,2023-03-29,2024-02-25,332,2024-09-11,91.0,,Permit Entire,1046855,108,40.78102,-73.95769,56,EAST   87 STREET,1,1498,45,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
M00849243-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-03-31,60.0,,Permit Entire,1012144,102,40.73829,-74.00673,820,GREENWICH STREET,1,642,62,OSPINO ENGINEERING PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00849674-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-04-03,250.0,,Permit Entire,1046953,108,40.78221,-73.95738,47,EAST   88 STREET,1,1500,20,MOHAMMAD AHEAD  PE,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00849832-I1,MANHATTAN,,2023-04-25,2024-02-25,305,2024-04-25,775.0,,Permit Entire,1087599,109,40.81463,-73.95097,401,WEST  130 STREET,1,1957,5,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
M00849952-I1,MANHATTAN,,2023-03-28,2024-02-25,333,2024-03-28,235.0,,Permit Entire,1040466,106,40.75782,-73.96289,400,EAST   57 STREET,1,1368,1,AP PROFESSIONAL ENGINEERING PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00850291-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-04-03,142.0,,Permit Entire,1005689,103,40.72111,-73.99253,177,CHRYSTIE STREET,1,425,26,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00850404-I1,MANHATTAN,,2023-04-14,2024-02-25,316,2024-09-29,194.0,,Permit Entire,1036060,105,40.7626,-73.97239,598,MADISON AVENUE,1,1293,16,BRAND ACCESS SOLUTIONS,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00850560-I1,MANHATTAN,,2023-03-28,2024-02-25,333,2024-03-28,480.0,,Permit Entire,1000871,101,40.70476,-74.00596,120,WALL STREET,1,37,1,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00851001-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-04-03,34.0,,Permit Entire,1002692,102,40.7191,-74.00071,21,HOWARD STREET,1,209,28,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00851050-I1,MANHATTAN,,2023-03-29,2024-02-25,332,2024-03-29,235.0,,Permit Entire,1044837,108,40.7673,-73.95828,315,EAST   70 STREET,1,1445,7,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Other Zoning Districts
M00851063-I1,MANHATTAN,,2023-05-23,2024-02-25,277,2024-03-31,300.0,,Permit Entire,1040469,106,40.75703,-73.9615,14,SUTTON PLACE SOUTH,1,1368,24,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M00851269-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-04-01,163.0,,Permit Entire,1016132,105,40.73714,-73.98894,220,PARK AVENUE SOUTH,1,846,41,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00851364-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-04-03,70.0,,Permit Entire,1038430,106,40.75566,-73.9698,221,EAST   50 STREET,1,1324,9,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
M00851399-I1,MANHATTAN,,2023-05-11,2024-02-25,289,2024-05-11,122.0,,Permit Entire,1047567,108,40.77604,-73.95679,163,EAST   81 STREET,1,1510,30,URBAN INTEGRATIONS,1,DOB NOW,Local Law 11,Other Zoning Districts
M00851566-I1,MANHATTAN,,2023-03-29,2024-02-25,332,2024-08-04,35.0,,Permit Entire,1087672,104,40.74824,-74.00475,519,WEST   23 STREET,1,695,7505,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00851579-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-06-09,35.0,,Permit Entire,1005254,103,40.72916,-73.97891,541,EAST   13 STREET,1,407,40,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00851581-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-06-09,40.0,,Permit Entire,1005253,103,40.72901,-73.9788,545,EAST   13 STREET,1,407,38,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00851671-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-04-01,40.0,,Permit Entire,1008182,102,40.72546,-73.99409,36,BLEECKER STREET,1,521,7505,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00851682-I1,MANHATTAN,,2023-04-12,2024-02-25,318,2024-04-01,32.0,,Permit Entire,1011940,102,40.73656,-74.00711,107,BANK STREET,1,635,34,PATUXENT ENGINEERING  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00851825-I1,MANHATTAN,,2023-03-30,2024-02-25,331,2024-03-07,222.0,,Permit Entire,1043173,108,40.7731,-73.95996,145,EAST   76 STREET,1,1411,7501,NY RESTORATION TECHNOLOGY CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00851879-I1,MANHATTAN,,2023-03-30,2024-02-25,331,2024-07-01,864.0,,Permit Entire,1065004,112,40.87063,-73.91707,55,PARK TERRACE EAST,1,2243,210,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M00851939-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-04-01,166.0,,Permit Entire,1017106,106,40.74773,-73.98129,16,PARK AVENUE,1,864,41,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M00852037-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-04-03,102.0,,Permit Entire,1015429,105,40.7388,-73.99306,12,WEST   18 STREET,1,819,7501,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00852335-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-04-01,138.0,,Permit Entire,1012385,104,40.74975,-74.00375,508,WEST   26 STREET,1,697,42,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M00852425-I1,MANHATTAN,,2023-06-08,2024-02-25,261,2024-04-01,26.0,,Permit Entire,1011939,102,40.73656,-74.00704,105,BANK STREET,1,635,33,PATUXENT ENGINEERING  LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00852518-I1,MANHATTAN,,2023-04-06,2024-02-25,324,2024-04-06,2040.0,,Permit Entire,1013043,104,40.74136,-74.00321,111,8 AVENUE,1,739,1,360 ENGINEERING P.C.,1,DOB NOW,Local Law 11,Other Zoning Districts
M00852608-I1,MANHATTAN,,2023-04-20,2024-02-25,310,2024-07-01,52.0,,Permit Entire,1089807,104,40.7447,-74.00742,76,11 AVENUE,1,689,17,PATUXENT ENGINEERING  LLC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00852738-I1,MANHATTAN,,2023-04-12,2024-02-25,318,2024-05-26,154.0,,Permit Entire,1005791,103,40.72607,-73.98389,130,EAST    7 STREET,1,434,29,PR,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00853178-I1,MANHATTAN,,2023-04-05,2024-02-25,325,2024-03-31,78.0,,Permit Entire,1014995,104,40.745,-73.99438,164,WEST   25 STREET,1,800,74,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M00853192-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-05-30,173.0,,Permit Entire,1049907,108,40.77565,-73.95302,1598,2 AVENUE,1,1545,49,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00853219-I1,MANHATTAN,,2023-04-11,2024-02-25,319,2024-04-11,50.0,,Permit Entire,1079289,107,40.77556,-73.9798,205,COLUMBUS AVENUE,1,1122,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00853281-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-04-03,150.0,,Permit Entire,1083026,105,40.74998,-73.99213,2,PENN PLAZA,1,781,2,TOHFAZ UDDIN PE PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00853504-I1,MANHATTAN,,2023-04-03,2024-02-25,327,2024-04-03,115.0,,Permit Entire,1090456,104,40.75453,-73.99254,307,WEST   37 STREET,1,761,28,MOHAMMAD AHEAD  PE,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00853652-I1,MANHATTAN,,2023-04-13,2024-02-25,317,2024-04-13,61.0,,Permit Entire,1088206,102,40.72699,-74.00612,66,CHARLTON STREET,1,580,15,PR,1,DOB NOW,Local Law 11,Other Zoning Districts
M00853653-I1,MANHATTAN,,2023-04-13,2024-02-25,317,2024-04-13,252.0,,Permit Entire,1046984,108,40.78351,-73.95659,1261,MADISON AVENUE,1,1502,20,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00853896-I1,MANHATTAN,,2023-04-05,2024-02-25,325,2024-04-05,115.0,,Permit Entire,1012539,104,40.74203,-74.00639,430,WEST   15 STREET,1,712,46,URBAN INTEGRATIONS,1,DOB NOW,Local Law 11,Other Zoning Districts
M00853946-I1,MANHATTAN,,2023-04-21,2024-02-25,309,2024-03-31,101.0,,Permit Entire,1046843,108,40.78124,-73.96025,1048,5 AVENUE,1,1497,71,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00854496-I1,MANHATTAN,,2023-04-14,2024-02-25,316,2024-04-14,34.0,,Permit Entire,1015308,105,40.7375,-73.99445,29,WEST   15 STREET,1,817,25,PATUXENT ENGINEERING  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00854615-I1,MANHATTAN,,2023-06-13,2024-02-25,256,2024-07-01,420.0,,Permit Entire,1023760,105,40.76617,-73.97852,160,CENTRAL PARK SOUTH,1,1011,7501,PATUXENT ENGINEERING  LLC,0,DOB NOW,Local Law 11,Commercial District/Overlay
M00854673-I1,MANHATTAN,,2023-04-07,2024-02-25,323,2024-03-31,31.0,,Permit Entire,1046980,108,40.78419,-73.95782,2,EAST   91 STREET,1,1502,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00854687-I1,MANHATTAN,,2023-04-12,2024-02-25,318,2024-03-31,30.0,,Permit Entire,1047006,108,40.78389,-73.95749,11,EAST   90 STREET,1,1502,110,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00854708-I1,MANHATTAN,,2023-04-05,2024-02-25,325,2024-09-29,85.0,,Permit Entire,1034250,105,40.7559,-73.98006,7,WEST   45 STREET,1,1261,30,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00854796-I1,MANHATTAN,,2023-04-13,2024-02-25,317,2024-04-13,242.0,,Permit Entire,1017953,106,40.73737,-73.98496,34,GRAMERCY PARK EAST,1,876,18,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M00854806-I1,MANHATTAN,,2023-04-11,2024-02-25,319,2024-04-11,340.0,,Permit Entire,1031465,107,40.78654,-73.96893,275,CENTRAL PARK WEST,1,1201,34,MOHAMMAD AHEAD  PE,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00854877-I1,MANHATTAN,,2023-04-11,2024-02-25,319,2024-04-11,570.0,,Permit Entire,1076231,107,40.77681,-73.98254,2025,BROADWAY,1,1141,7502,MOHAMMAD AHEAD  PE,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00854892-I1,MANHATTAN,,2023-04-19,2024-02-25,311,2024-04-19,380.0,,Permit Entire,1056607,107,40.80096,-73.96849,924,WEST END AVENUE,1,1877,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00855241-I1,MANHATTAN,,2023-04-06,2024-02-25,324,2025-01-23,186.0,,Permit Entire,1034186,107,40.79522,-73.97572,227,RIVERSIDE DRIVE,1,1253,48,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M00855653-I1,MANHATTAN,,2023-04-07,2024-02-25,323,2024-03-31,50.0,,Permit Entire,1083636,105,40.74889,-73.98647,22,WEST   34 STREET,1,835,56,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00855706-I1,MANHATTAN,,2023-05-09,2024-02-25,291,2024-03-31,101.0,,Permit Entire,1009294,102,40.73408,-73.99376,12,EAST   12 STREET,1,569,7501,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00855745-I1,MANHATTAN,,2023-06-10,2024-02-25,259,2024-03-31,60.0,,Permit Entire,1002131,101,40.71942,-74.00788,152,FRANKLIN STREET,1,189,7506,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00856016-I1,MANHATTAN,,2023-11-02,2024-02-25,114,2024-11-02,538.0,,Permit Entire,1064900,112,40.86638,-73.92382,4862,BROADWAY,1,2234,7,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00856147-I1,MANHATTAN,,2023-04-07,2024-02-25,323,2024-04-07,265.0,,Permit Entire,1033288,107,40.79017,-73.97652,580,WEST END AVENUE,1,1236,1,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M00856440-I1,MANHATTAN,,2023-04-10,2024-02-25,320,2024-04-10,85.0,,Permit Entire,1046856,108,40.78118,-73.95808,50,EAST   87 STREET,1,1498,47,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00856583-I1,MANHATTAN,,2023-04-07,2024-02-25,323,2024-06-27,37.0,,Permit Entire,1036077,105,40.76308,-73.97274,16,EAST   58 STREET,1,1293,63,PAUL G. JONES  P.E.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00856613-I1,MANHATTAN,,2023-04-07,2024-02-25,323,2024-04-07,30.0,,Permit Entire,1031483,107,40.78725,-73.97054,54,WEST   88 STREET,1,1201,56,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M00856717-I1,MANHATTAN,,2023-08-24,2024-02-25,184,2024-04-14,115.0,,Permit Entire,1089677,105,40.73756,-73.9946,35,WEST   15 STREET,1,817,7503,360 ENGINEERING P.C.,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00856745-I1,MANHATTAN,,2023-06-05,2024-02-25,264,2024-06-05,10.0,,Permit Entire,1087506,104,40.76673,-73.98829,421,WEST   54 STREET,1,1064,7502,PCS ENGINEERING,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00856788-I1,MANHATTAN,,2023-04-22,2024-02-25,308,2024-04-22,34.0,,Permit Entire,1047470,108,40.77511,-73.95853,151,EAST   79 STREET,1,1508,20,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00856805-I1,MANHATTAN,,2023-04-10,2024-02-25,320,2024-04-01,35.0,,Permit Entire,1030429,107,40.77902,-73.98335,236,WEST   72 STREET,1,1163,50,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00857267-I1,MANHATTAN,,2023-04-17,2024-02-25,313,2024-03-31,102.0,,Permit Entire,1056614,107,40.80005,-73.9664,924,AMSTERDAM AVENUE,1,1877,31,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M00857289-I1,MANHATTAN,,2023-04-11,2024-02-25,319,2024-04-01,227.0,,Permit Entire,1016898,105,40.7446,-73.98654,3,EAST   28 STREET,1,858,6,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00857555-I1,MANHATTAN,,2023-04-11,2024-02-25,319,2024-07-01,251.0,,Permit Entire,1035374,105,40.754,-73.97752,50,VANDERBILT AVENUE,1,1279,28,PATUXENT ENGINEERING  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M00857585-I1,MANHATTAN,,2023-04-17,2024-02-25,313,2024-04-17,560.0,,Permit Entire,1090071,109,40.80492,-73.96158,440,WEST  114 STREET,1,1866,1,360 ENGINEERING P.C.,1,DOB NOW,Local Law 11,Other Zoning Districts
