Account.Id,FTAverageMembers,PTAverageMembers,FTMembers,PTMembers,TotalAverageMembers,TotalMembers
20343,0.00,0.33,0,1,0.33,1
15538,0.00,1.66,0,2,1.66,2
31392,0.00,52.72,0,68,52.72,68
46878,0.00,90.97,0,188,90.97,188
52411,0.00,20.42,0,27,20.42,27
60739,0.00,0.25,0,1,0.25,1
63372,0.00,1.00,0,1,1.00,1
68329,0.00,1.67,0,2,1.67,2
68052,0.00,0.05,0,1,0.05,1
61265,0.07,0.00,1,0,0.07,1
21028,0.08,0.00,1,0,0.08,1
19239,0.08,0.00,1,0,0.08,1
32857,0.08,0.00,1,0,0.08,1
28977,0.08,0.00,1,0,0.08,1
48334,0.08,0.00,1,0,0.08,1
64546,0.08,0.00,2,0,0.08,2
63225,0.10,0.00,2,0,0.10,2
66211,0.11,0.00,1,0,0.11,1
20351,0.12,0.00,7,0,0.12,7
67971,0.12,0.00,1,0,0.12,1
9381,0.13,0.00,1,0,0.13,1
64609,0.16,0.00,1,0,0.16,1
38723,0.16,0.00,1,0,0.16,1
60517,0.16,0.00,1,0,0.16,1
59785,0.16,0.00,1,0,0.16,1
60475,0.16,0.00,1,0,0.16,1
59793,0.16,0.00,1,0,0.16,1
66620,0.16,0.00,1,0,0.16,1
67012,0.16,0.00,1,0,0.16,1
46855,0.16,0.00,2,0,0.16,2
65542,0.16,0.00,2,0,0.16,2
66955,0.17,0.00,2,0,0.17,2
41585,0.21,0.00,2,0,0.21,2
66951,0.21,0.00,3,0,0.21,3
28924,0.24,0.00,1,0,0.24,1
62093,0.24,0.00,1,0,0.24,1
61323,0.24,0.00,1,0,0.24,1
61359,0.24,0.00,1,0,0.24,1
61326,0.24,0.00,1,0,0.24,1
62015,0.24,0.00,1,0,0.24,1
61328,0.24,0.00,1,0,0.24,1
63371,0.25,0.00,1,0,0.25,1
64931,0.28,0.00,1,0,0.28,1
34734,0.30,0.00,1,0,0.30,1
34723,0.33,0.00,1,0,0.33,1
66173,0.33,0.00,1,0,0.33,1
68333,0.33,0.00,2,0,0.33,2
67393,0.33,0.00,1,0,0.33,1
9296,0.40,0.00,1,0,0.40,1
35642,0.41,0.00,1,0,0.41,1
57918,0.41,0.00,1,0,0.41,1
66619,0.41,0.00,1,0,0.41,1
63299,0.41,0.00,1,0,0.41,1
67796,0.44,0.00,1,0,0.44,1
67241,0.44,0.00,2,0,0.44,2
64928,0.44,0.00,1,0,0.44,1
40335,0.48,0.00,3,0,0.48,3
64612,0.49,0.00,2,0,0.49,2
61365,0.49,0.00,1,0,0.49,1
59923,0.49,0.00,1,0,0.49,1
66738,0.49,0.00,1,0,0.49,1
67304,0.49,0.00,2,0,0.49,2
63745,0.49,0.00,1,0,0.49,1
68836,0.50,0.00,1,0,0.50,1
67727,0.50,0.00,3,0,0.50,3
59770,0.52,0.00,1,0,0.52,1
35714,0.53,0.00,1,0,0.53,1
64704,0.58,0.00,1,0,0.58,1
67944,0.58,0.00,1,0,0.58,1
61193,0.59,0.00,2,0,0.59,2
60518,0.60,0.00,1,0,0.60,1
16009,0.60,0.00,3,0,0.60,3
17066,0.60,0.00,1,0,0.60,1
32663,0.65,0.00,2,0,0.65,2
55659,0.65,0.00,1,0,0.65,1
67742,0.66,0.00,2,0,0.66,2
34784,0.66,0.00,1,0,0.66,1
34783,0.66,0.00,1,0,0.66,1
28970,0.66,0.00,1,0,0.66,1
62895,0.66,1.00,3,1,1.66,4
36371,0.67,0.00,1,0,0.67,1
68121,0.67,0.00,1,0,0.67,1
68130,0.67,0.00,1,0,0.67,1
64792,0.68,0.00,1,0,0.68,1
13513,0.69,0.00,1,0,0.69,1
66317,0.70,0.00,3,0,0.70,3
67558,0.72,0.00,3,0,0.72,3
67011,0.76,0.00,4,0,0.76,4
62039,0.78,0.00,2,0,0.78,2
18751,0.79,0.00,1,0,0.79,1
62391,0.79,0.00,5,0,0.79,5
64621,0.80,0.00,1,0,0.80,1
61214,0.81,0.00,1,0,0.81,1
41412,0.82,0.00,2,0,0.82,2
35544,0.82,0.00,11,0,0.82,11
60521,0.82,0.00,4,0,0.82,4
61973,0.82,0.00,1,0,0.82,1
63023,0.82,0.00,1,0,0.82,1
68403,0.83,0.00,1,0,0.83,1
68557,0.83,0.00,1,0,0.83,1
20608,0.83,0.00,1,0,0.83,1
32682,0.83,0.00,1,0,0.83,1
61391,0.83,0.00,1,0,0.83,1
66254,0.83,0.00,1,0,0.83,1
21873,0.84,0.00,1,0,0.84,1
56030,0.87,0.00,1,0,0.87,1
20848,0.87,0.00,5,0,0.87,5
68317,0.89,0.00,2,0,0.89,2
60477,0.90,0.00,3,0,0.90,3
62070,0.92,0.00,12,0,0.92,12
62056,0.93,0.99,3,2,1.92,5
65887,0.93,0.00,1,0,0.93,1
68342,0.94,0.00,3,0,0.94,3
28987,0.95,0.00,3,0,0.95,3
66737,0.95,0.00,3,0,0.95,3
61341,0.98,0.00,4,0,0.98,4
58207,0.98,0.00,7,0,0.98,7
67769,0.99,1.66,2,3,2.65,5
9297,1.00,0.00,1,0,1.00,1
41226,1.00,0.00,1,0,1.00,1
50041,1.00,0.00,1,0,1.00,1
66703,1.00,0.00,1,0,1.00,1
67303,1.00,0.00,2,0,1.00,2
18233,1.00,0.00,1,0,1.00,1
18772,1.00,0.00,1,0,1.00,1
9329,1.00,0.00,1,0,1.00,1
13543,1.00,0.00,1,0,1.00,1
13509,1.00,0.00,1,0,1.00,1
20972,1.00,0.00,1,0,1.00,1
9375,1.00,0.00,1,0,1.00,1
18524,1.00,0.00,1,0,1.00,1
18637,1.00,0.00,1,0,1.00,1
19280,1.00,0.00,1,0,1.00,1
18741,1.00,0.00,1,0,1.00,1
13813,1.00,0.00,1,0,1.00,1
9446,1.00,0.00,1,0,1.00,1
13871,1.00,0.00,1,0,1.00,1
18737,1.00,0.00,1,0,1.00,1
20479,1.00,0.00,1,0,1.00,1
20622,1.00,0.00,1,0,1.00,1
20486,1.00,0.00,1,0,1.00,1
13517,1.00,0.00,1,0,1.00,1
14776,1.00,0.00,1,0,1.00,1
32744,1.00,0.00,1,0,1.00,1
32677,1.00,0.00,1,0,1.00,1
32703,1.00,0.00,1,0,1.00,1
28916,1.00,0.00,1,0,1.00,1
32730,1.00,0.00,1,0,1.00,1
34639,1.00,0.00,1,0,1.00,1
35232,1.00,0.00,1,0,1.00,1
29521,1.00,0.00,1,0,1.00,1
33859,1.00,0.00,1,0,1.00,1
33844,1.00,0.00,1,0,1.00,1
31246,1.00,0.00,1,0,1.00,1
32648,1.00,0.00,1,0,1.00,1
32671,1.00,0.00,1,0,1.00,1
33821,1.00,0.00,1,0,1.00,1
32816,1.00,0.00,1,0,1.00,1
32675,1.00,0.00,1,0,1.00,1
32833,1.00,0.00,1,0,1.00,1
29031,1.00,0.00,1,0,1.00,1
33498,1.00,0.00,1,0,1.00,1
33467,1.00,0.00,1,0,1.00,1
33825,1.00,0.00,1,0,1.00,1
33470,1.00,0.00,1,0,1.00,1
34746,1.00,0.00,1,0,1.00,1
33472,1.00,0.00,1,0,1.00,1
32673,1.00,0.00,1,0,1.00,1
33476,1.00,0.00,1,0,1.00,1
29371,1.00,0.00,1,0,1.00,1
33480,1.00,0.00,1,0,1.00,1
38476,1.00,0.00,1,0,1.00,1
39357,1.00,0.00,1,0,1.00,1
41338,1.00,0.00,1,0,1.00,1
39998,1.00,0.00,1,0,1.00,1
36965,1.00,0.00,1,0,1.00,1
40305,1.00,0.00,1,0,1.00,1
38276,1.00,0.00,1,0,1.00,1
35584,1.00,0.00,1,0,1.00,1
41340,1.00,0.00,1,0,1.00,1
40382,1.00,0.00,1,0,1.00,1
37669,1.00,0.00,1,0,1.00,1
40693,1.00,0.00,1,0,1.00,1
36934,1.00,0.00,1,0,1.00,1
41176,1.00,0.00,1,0,1.00,1
38497,1.00,0.00,1,0,1.00,1
41178,1.00,0.00,1,0,1.00,1
48569,1.00,0.00,1,0,1.00,1
48957,1.00,0.00,1,0,1.00,1
54497,1.00,2.50,1,3,3.50,4
46683,1.00,0.00,1,0,1.00,1
54099,1.00,0.00,1,0,1.00,1
46730,1.00,0.00,1,0,1.00,1
43644,1.00,0.00,1,0,1.00,1
49328,1.00,0.00,1,0,1.00,1
46907,1.00,0.00,1,0,1.00,1
49403,1.00,0.00,1,0,1.00,1
49411,1.00,0.00,1,0,1.00,1
53766,1.00,0.00,1,0,1.00,1
49593,1.00,0.00,1,0,1.00,1
46971,1.00,0.00,1,0,1.00,1
49721,1.00,0.00,1,0,1.00,1
47062,1.00,0.00,1,0,1.00,1
49737,1.00,0.00,1,0,1.00,1
48229,1.00,0.00,1,0,1.00,1
45553,1.00,0.00,1,0,1.00,1
46795,1.00,0.00,1,0,1.00,1
53613,1.00,0.00,1,0,1.00,1
50309,1.00,0.00,1,0,1.00,1
46936,1.00,0.00,1,0,1.00,1
50919,1.00,0.00,1,0,1.00,1
46970,1.00,0.00,1,0,1.00,1
51690,1.00,0.00,1,0,1.00,1
47257,1.00,53.97,1,91,54.97,92
51810,1.00,0.00,1,0,1.00,1
46969,1.00,0.00,1,0,1.00,1
52883,1.00,0.00,1,0,1.00,1
52196,1.00,0.00,1,0,1.00,1
45495,1.00,0.00,1,0,1.00,1
45604,1.00,0.00,1,0,1.00,1
46973,1.00,0.00,1,0,1.00,1
52479,1.00,0.00,1,0,1.00,1
59106,1.00,0.00,1,0,1.00,1
59638,1.00,0.00,1,0,1.00,1
58832,1.00,0.00,1,0,1.00,1
60834,1.00,0.00,1,0,1.00,1
57996,1.00,0.00,1,0,1.00,1
58961,1.00,0.00,1,0,1.00,1
55950,1.00,0.00,1,0,1.00,1
59264,1.00,0.00,1,0,1.00,1
58699,1.00,0.00,1,0,1.00,1
61082,1.00,0.00,1,0,1.00,1
62025,1.00,0.00,1,0,1.00,1
60523,1.00,0.00,1,0,1.00,1
55231,1.00,0.00,1,0,1.00,1
61267,1.00,0.00,1,0,1.00,1
60490,1.00,0.00,1,0,1.00,1
63041,1.00,0.00,1,0,1.00,1
64265,1.00,0.00,1,0,1.00,1
66404,1.00,0.00,1,0,1.00,1
65121,1.00,0.00,1,0,1.00,1
64619,1.00,0.00,1,0,1.00,1
65762,1.00,0.00,1,0,1.00,1
64620,1.00,0.00,1,0,1.00,1
64071,1.00,0.00,1,0,1.00,1
64617,1.00,0.00,1,0,1.00,1
62762,1.00,0.00,1,0,1.00,1
64356,1.00,0.00,1,0,1.00,1
64881,1.00,0.00,1,0,1.00,1
64361,1.00,0.00,1,0,1.00,1
64781,1.00,0.00,1,0,1.00,1
64513,1.00,0.00,1,0,1.00,1
64624,1.00,0.00,1,0,1.00,1
64137,1.00,0.00,1,0,1.00,1
64611,1.00,0.00,1,0,1.00,1
66997,1.00,0.00,1,0,1.00,1
63452,1.00,0.00,1,0,1.00,1
65649,1.00,0.00,1,0,1.00,1
64512,1.00,0.00,1,0,1.00,1
45314,1.02,0.00,2,0,1.02,2
48629,1.03,0.00,13,0,1.03,13
66517,1.06,0.00,2,0,1.06,2
38965,1.07,0.00,13,0,1.07,13
46948,1.08,0.00,2,0,1.08,2
19278,1.08,0.08,2,1,1.16,3
37414,1.08,0.00,2,0,1.08,2
59681,1.08,0.00,2,0,1.08,2
61272,1.09,0.00,2,0,1.09,2
40963,1.10,0.00,2,0,1.10,2
57995,1.11,0.00,7,0,1.11,7
27840,1.12,0.00,4,0,1.12,4
32670,1.13,0.00,2,0,1.13,2
52472,1.13,0.00,23,0,1.13,23
68588,1.14,0.00,2,0,1.14,2
60516,1.16,0.00,2,0,1.16,2
61335,1.16,0.00,2,0,1.16,2
13482,1.19,0.00,3,0,1.19,3
30803,1.22,0.00,5,0,1.22,5
54688,1.22,0.00,5,0,1.22,5
65734,1.23,0.00,4,0,1.23,4
36570,1.24,0.00,2,0,1.24,2
66115,1.25,0.01,2,1,1.25,3
38244,1.26,0.00,3,0,1.26,3
60482,1.28,0.00,5,0,1.28,5
30138,1.28,0.00,3,0,1.28,3
39332,1.29,0.00,2,0,1.29,2
67127,1.29,0.00,9,0,1.29,9
63626,1.30,0.00,2,0,1.30,2
48009,1.32,0.00,3,0,1.32,3
41170,1.33,0.00,2,0,1.33,2
41591,1.33,0.00,2,0,1.33,2
68043,1.33,0.00,2,0,1.33,2
55666,1.35,0.00,3,0,1.35,3
60493,1.36,0.00,3,0,1.36,3
37416,1.37,0.00,7,0,1.37,7
62736,1.38,0.00,2,0,1.38,2
59139,1.38,0.00,2,0,1.38,2
68097,1.39,0.00,2,0,1.39,2
66841,1.40,0.08,6,1,1.48,7
62074,1.41,0.00,2,0,1.41,2
59702,1.41,0.00,6,0,1.41,6
65643,1.41,0.00,2,0,1.41,2
57949,1.41,0.00,3,0,1.41,3
67592,1.42,0.00,3,0,1.42,3
66991,1.42,0.00,8,0,1.42,8
32810,1.43,0.00,3,0,1.43,3
62345,1.44,0.00,9,0,1.44,9
59523,1.48,0.00,3,0,1.48,3
63330,1.48,0.00,4,0,1.48,4
59270,1.49,0.00,3,0,1.49,3
66214,1.49,0.00,2,0,1.49,2
35536,1.50,0.00,3,0,1.50,3
61658,1.50,0.00,9,0,1.50,9
67111,1.51,0.00,9,0,1.51,9
32706,1.51,0.00,2,0,1.51,2
30153,1.51,0.00,10,0,1.51,10
35595,1.55,0.00,7,0,1.55,7
63150,1.57,0.00,2,0,1.57,2
47291,1.58,0.00,3,0,1.58,3
13514,1.59,0.00,3,0,1.59,3
67072,1.60,0.00,3,0,1.60,3
60745,1.61,0.00,11,0,1.61,11
29222,1.62,0.00,2,0,1.62,2
38489,1.62,0.00,2,0,1.62,2
68348,1.63,0.00,2,0,1.63,2
55658,1.63,0.00,3,0,1.63,3
14986,1.64,0.00,2,0,1.64,2
67232,1.65,0.00,4,0,1.65,4
60520,1.66,0.00,3,0,1.66,3
36888,1.67,0.00,4,0,1.67,4
38141,1.67,0.00,2,0,1.67,2
59648,1.67,0.00,3,0,1.67,3
46178,1.67,0.00,3,0,1.67,3
60841,1.68,0.00,2,0,1.68,2
51456,1.68,0.00,2,0,1.68,2
68095,1.70,0.00,4,0,1.70,4
31206,1.71,0.00,2,0,1.71,2
37615,1.72,0.00,3,0,1.72,3
66238,1.73,0.00,3,0,1.73,3
65374,1.75,0.00,2,0,1.75,2
18272,1.76,0.00,3,0,1.76,3
59135,1.76,0.00,3,0,1.76,3
60514,1.78,0.00,5,0,1.78,5
66908,1.78,0.00,2,0,1.78,2
29583,1.81,0.00,4,0,1.81,4
49027,1.81,0.40,2,1,2.21,3
60508,1.82,0.00,6,0,1.82,6
20903,1.85,0.00,2,0,1.85,2
66823,1.87,0.00,23,0,1.87,23
66750,1.91,0.00,17,0,1.91,17
66486,1.92,0.00,4,0,1.92,4
66884,1.95,0.49,15,2,2.44,17
60478,1.99,0.00,3,0,1.99,3
60519,1.99,0.00,4,0,1.99,4
18451,2.00,0.00,5,0,2.00,5
33851,2.00,0.00,2,0,2.00,2
38342,2.00,0.00,2,0,2.00,2
50924,2.00,0.00,2,0,2.00,2
18647,2.00,0.00,2,0,2.00,2
18740,2.00,0.00,2,0,2.00,2
18732,2.00,0.00,2,0,2.00,2
26512,2.00,0.00,2,0,2.00,2
14058,2.00,0.00,2,0,2.00,2
26508,2.00,0.00,2,0,2.00,2
14093,2.00,0.00,2,0,2.00,2
18754,2.00,0.00,2,0,2.00,2
14764,2.00,0.00,2,0,2.00,2
18795,2.00,0.00,2,0,2.00,2
12985,2.00,0.00,2,0,2.00,2
14981,2.00,0.00,2,0,2.00,2
13256,2.00,0.00,2,0,2.00,2
17170,2.00,0.00,2,0,2.00,2
13516,2.00,0.00,2,0,2.00,2
17936,2.00,0.00,2,0,2.00,2
20106,2.00,0.00,2,0,2.00,2
13314,2.00,0.00,2,0,2.00,2
20503,2.00,0.00,2,0,2.00,2
20908,2.00,0.00,2,0,2.00,2
20604,2.00,0.00,2,0,2.00,2
14763,2.00,1.59,2,3,3.59,5
9432,2.00,0.00,2,0,2.00,2
18263,2.00,0.00,2,0,2.00,2
20679,2.00,0.00,2,0,2.00,2
14073,2.00,0.00,2,0,2.00,2
20844,2.00,0.00,2,0,2.00,2
20477,2.00,0.00,2,0,2.00,2
20864,2.00,0.00,2,0,2.00,2
18076,2.00,0.00,2,0,2.00,2
20892,2.00,0.00,2,0,2.00,2
32742,2.00,0.00,2,0,2.00,2
29011,2.00,0.00,3,0,2.00,3
33468,2.00,0.00,2,0,2.00,2
32712,2.00,0.00,2,0,2.00,2
29585,2.00,0.00,2,0,2.00,2
32733,2.00,0.00,2,0,2.00,2
33479,2.00,0.00,2,0,2.00,2
35282,2.00,0.00,2,0,2.00,2
30107,2.00,0.00,2,0,2.00,2
32799,2.00,0.00,2,0,2.00,2
33761,2.00,0.00,2,0,2.00,2
32818,2.00,0.00,2,0,2.00,2
27846,2.00,0.00,2,0,2.00,2
32834,2.00,0.00,2,0,2.00,2
33824,2.00,0.00,2,0,2.00,2
33091,2.00,0.00,2,0,2.00,2
29518,2.00,0.00,2,0,2.00,2
33093,2.00,0.00,2,0,2.00,2
33826,2.00,0.00,2,0,2.00,2
32704,2.00,0.00,2,0,2.00,2
32686,2.00,0.00,2,0,2.00,2
32644,2.00,0.00,2,0,2.00,2
33850,2.00,0.00,2,0,2.00,2
32651,2.00,0.00,2,0,2.00,2
32692,2.00,0.00,2,0,2.00,2
32835,2.00,0.00,2,0,2.00,2
33860,2.00,0.00,2,0,2.00,2
33466,2.00,0.00,2,0,2.00,2
33869,2.00,0.00,2,0,2.00,2
28359,2.00,0.00,2,0,2.00,2
34481,2.00,0.00,2,0,2.00,2
33092,2.00,0.00,2,0,2.00,2
30858,2.00,0.00,2,0,2.00,2
32656,2.00,0.00,2,0,2.00,2
34726,2.00,0.00,2,0,2.00,2
32719,2.00,1.00,2,1,3.00,3
34736,2.00,0.00,2,0,2.00,2
38720,2.00,0.00,2,0,2.00,2
38243,2.00,0.00,2,0,2.00,2
40002,2.00,0.00,2,0,2.00,2
36948,2.00,0.00,2,0,2.00,2
38539,2.00,0.00,2,0,2.00,2
38871,2.00,0.00,2,0,2.00,2
36974,2.00,0.00,2,0,2.00,2
38220,2.00,0.00,2,0,2.00,2
38251,2.00,0.00,2,0,2.00,2
38230,2.00,0.00,2,0,2.00,2
38256,2.00,0.00,2,0,2.00,2
39833,2.00,0.00,2,0,2.00,2
40561,2.00,0.00,2,0,2.00,2
39987,2.00,0.00,2,0,2.00,2
37214,2.00,0.00,2,0,2.00,2
39990,2.00,0.00,2,0,2.00,2
40757,2.00,0.00,2,0,2.00,2
38217,2.00,0.00,2,0,2.00,2
38498,2.00,0.00,2,0,2.00,2
40890,2.00,0.00,2,0,2.00,2
39313,2.00,0.00,2,0,2.00,2
38309,2.00,0.00,2,0,2.00,2
39984,2.00,0.00,2,0,2.00,2
37649,2.00,0.00,2,0,2.00,2
39996,2.00,0.00,2,0,2.00,2
38465,2.00,0.00,2,0,2.00,2
38237,2.00,0.00,2,0,2.00,2
37379,2.00,0.25,2,2,2.25,4
38947,2.00,0.00,2,0,2.00,2
37671,2.00,0.00,2,0,2.00,2
39989,2.00,0.00,2,0,2.00,2
35759,2.00,0.00,2,0,2.00,2
48842,2.00,0.00,2,0,2.00,2
45607,2.00,0.00,2,0,2.00,2
49672,2.00,0.00,2,0,2.00,2
54100,2.00,0.00,2,0,2.00,2
46947,2.00,0.00,2,0,2.00,2
48965,2.00,0.00,2,0,2.00,2
54472,2.00,0.00,2,0,2.00,2
45682,2.00,0.00,2,0,2.00,2
49867,2.00,0.00,2,0,2.00,2
49406,2.00,0.00,2,0,2.00,2
48472,2.00,0.00,2,0,2.00,2
49437,2.00,0.00,2,0,2.00,2
45505,2.00,0.00,2,0,2.00,2
54885,2.00,0.00,2,0,2.00,2
46315,2.00,0.00,2,0,2.00,2
49408,2.00,0.00,2,0,2.00,2
46722,2.00,0.00,2,0,2.00,2
46859,2.00,0.00,2,0,2.00,2
53097,2.00,0.00,2,0,2.00,2
45504,2.00,0.00,2,0,2.00,2
53475,2.00,0.00,2,0,2.00,2
59789,2.00,0.00,2,0,2.00,2
60501,2.00,0.00,2,0,2.00,2
62722,2.00,0.00,2,0,2.00,2
58005,2.00,0.00,2,0,2.00,2
61854,2.00,0.00,2,0,2.00,2
60492,2.00,0.00,2,0,2.00,2
58957,2.00,0.00,2,0,2.00,2
62097,2.00,0.00,2,0,2.00,2
59675,2.00,0.00,2,0,2.00,2
62199,2.00,0.00,2,0,2.00,2
60500,2.00,0.00,2,0,2.00,2
62266,2.00,0.00,2,0,2.00,2
61127,2.00,0.00,2,0,2.00,2
62315,2.00,0.00,2,0,2.00,2
60740,2.00,0.00,2,0,2.00,2
55179,2.00,0.00,2,0,2.00,2
62021,2.00,0.00,2,0,2.00,2
62355,2.00,0.00,2,0,2.00,2
62447,2.00,0.00,2,0,2.00,2
57928,2.00,0.00,2,0,2.00,2
64217,2.00,0.00,2,0,2.00,2
65651,2.00,0.00,2,0,2.00,2
63538,2.00,0.00,2,0,2.00,2
65531,2.00,0.00,2,0,2.00,2
65027,2.00,0.00,2,0,2.00,2
63043,2.00,0.00,2,0,2.00,2
64793,2.00,0.58,2,1,2.58,3
65744,2.00,0.00,2,0,2.00,2
63768,2.00,0.00,2,0,2.00,2
64229,2.00,0.00,2,0,2.00,2
66816,2.00,0.00,2,0,2.00,2
63004,2.00,0.00,2,0,2.00,2
64288,2.00,0.00,2,0,2.00,2
66519,2.01,0.00,14,0,2.01,14
45871,2.02,0.00,3,0,2.02,3
41634,2.02,0.00,13,0,2.02,13
32657,2.02,0.00,3,0,2.02,3
49652,2.03,1.00,4,1,3.03,5
13526,2.04,0.00,5,0,2.04,5
60506,2.07,0.00,3,0,2.07,3
40259,2.07,0.00,3,0,2.07,3
35746,2.07,0.20,8,1,2.27,9
64780,2.07,0.00,3,0,2.07,3
68087,2.08,0.00,3,0,2.08,3
59790,2.08,0.00,5,0,2.08,5
46077,2.11,0.00,3,0,2.11,3
17730,2.12,0.00,4,0,2.12,4
52981,2.12,0.00,3,0,2.12,3
58041,2.14,0.00,4,0,2.14,4
46723,2.14,0.00,14,0,2.14,14
60503,2.15,0.00,3,0,2.15,3
13502,2.16,0.00,3,0,2.16,3
33651,2.17,0.00,4,0,2.17,4
41677,2.17,0.00,4,0,2.17,4
21407,2.18,0.00,5,0,2.18,5
45394,2.19,0.00,3,0,2.19,3
35836,2.24,0.00,5,0,2.24,5
38457,2.25,0.00,3,0,2.25,3
60498,2.27,0.00,4,0,2.27,4
33322,2.29,0.00,3,0,2.29,3
55732,2.29,0.00,3,0,2.29,3
46365,2.29,0.00,4,0,2.29,4
32748,2.31,0.00,3,0,2.31,3
62151,2.31,0.00,4,0,2.31,4
50343,2.33,0.00,3,0,2.33,3
38228,2.33,0.00,3,0,2.33,3
38130,2.33,0.00,3,0,2.33,3
49417,2.33,0.00,5,0,2.33,5
62486,2.34,0.00,4,0,2.34,4
37617,2.35,0.00,5,0,2.35,5
32669,2.37,0.00,4,0,2.37,4
18617,2.38,0.00,10,0,2.38,10
60489,2.40,0.00,4,0,2.40,4
26184,2.41,0.00,3,0,2.41,3
25950,2.41,0.00,3,0,2.41,3
28896,2.43,0.00,3,0,2.43,3
48919,2.44,0.00,5,0,2.44,5
38235,2.44,0.00,4,0,2.44,4
32700,2.45,0.00,5,0,2.45,5
33096,2.49,0.00,4,0,2.49,4
66050,2.49,0.00,3,0,2.49,3
65779,2.49,0.00,4,0,2.49,4
68266,2.49,0.00,4,0,2.49,4
61981,2.49,0.00,3,0,2.49,3
35457,2.50,0.00,3,0,2.50,3
65276,2.50,0.00,4,0,2.50,4
63367,2.50,0.00,4,0,2.50,4
46972,2.55,0.00,3,0,2.55,3
21283,2.56,0.10,5,1,2.66,6
60485,2.57,0.00,4,0,2.57,4
20683,2.58,0.00,4,0,2.58,4
29523,2.58,0.00,3,0,2.58,3
48296,2.58,0.00,3,0,2.58,3
66302,2.60,0.00,4,0,2.60,4
61635,2.62,0.67,8,2,3.29,10
28948,2.65,0.00,4,0,2.65,4
38132,2.65,0.00,4,0,2.65,4
60502,2.66,0.00,5,0,2.66,5
32662,2.66,0.00,3,0,2.66,3
67034,2.67,0.00,11,0,2.67,11
52410,2.68,2.73,8,8,5.40,16
66305,2.68,0.11,4,1,2.79,5
63390,2.70,0.00,4,0,2.70,4
32811,2.73,0.00,5,0,2.73,5
58750,2.75,0.00,3,0,2.75,3
38678,2.78,0.00,5,0,2.78,5
18545,2.81,0.00,3,0,2.81,3
60484,2.82,0.00,4,0,2.82,4
38487,2.82,0.00,5,0,2.82,5
62755,2.82,0.00,37,0,2.82,37
35562,2.82,0.00,3,0,2.82,3
41392,2.83,0.00,3,0,2.83,3
33843,2.84,0.00,3,0,2.84,3
32815,2.85,0.00,3,0,2.85,3
38129,2.88,0.00,14,0,2.88,14
55491,2.94,0.00,8,0,2.94,8
32741,2.97,0.00,4,0,2.97,4
67310,2.97,0.00,7,0,2.97,7
66213,2.98,0.68,6,3,3.65,9
62040,2.98,0.00,6,0,2.98,6
66485,2.99,0.00,7,0,2.99,7
39618,2.99,0.00,3,0,2.99,3
35661,2.99,0.00,4,0,2.99,4
53686,2.99,0.00,3,0,2.99,3
59595,2.99,0.00,6,0,2.99,6
64985,2.99,0.00,3,0,2.99,3
10714,3.00,0.09,3,1,3.08,4
33661,3.00,0.00,3,0,3.00,3
41885,3.00,0.00,3,0,3.00,3
13510,3.00,0.00,3,0,3.00,3
9362,3.00,0.00,3,0,3.00,3
20474,3.00,0.00,3,0,3.00,3
18219,3.00,0.00,3,0,3.00,3
13539,3.00,0.00,3,0,3.00,3
26442,3.00,0.00,3,0,3.00,3
18630,3.00,0.00,3,0,3.00,3
13829,3.00,0.00,3,0,3.00,3
13518,3.00,0.00,3,0,3.00,3
20961,3.00,0.00,3,0,3.00,3
13889,3.00,0.00,3,0,3.00,3
13734,3.00,0.00,3,0,3.00,3
13497,3.00,0.00,3,0,3.00,3
21419,3.00,0.00,3,0,3.00,3
32756,3.00,0.00,3,0,3.00,3
33102,3.00,0.00,3,0,3.00,3
33469,3.00,0.00,3,0,3.00,3
33094,3.00,0.00,3,0,3.00,3
32672,3.00,0.00,3,0,3.00,3
29584,3.00,0.00,3,0,3.00,3
32813,3.00,0.00,3,0,3.00,3
34816,3.00,0.00,3,0,3.00,3
32844,3.00,0.00,3,0,3.00,3
32850,3.00,0.00,3,0,3.00,3
33088,3.00,0.00,3,0,3.00,3
34735,3.00,0.00,3,0,3.00,3
33471,3.00,0.00,3,0,3.00,3
32736,3.00,0.00,3,0,3.00,3
30746,3.00,0.00,3,0,3.00,3
32661,3.00,0.00,3,0,3.00,3
33845,3.00,0.00,3,0,3.00,3
38273,3.00,0.00,3,0,3.00,3
36922,3.00,0.00,3,0,3.00,3
38486,3.00,0.00,3,0,3.00,3
38326,3.00,0.00,3,0,3.00,3
41406,3.00,0.00,3,0,3.00,3
38355,3.00,0.00,3,0,3.00,3
38224,3.00,0.00,3,0,3.00,3
36862,3.00,0.00,3,0,3.00,3
36374,3.00,0.00,3,0,3.00,3
36893,3.00,0.00,3,0,3.00,3
38246,3.00,0.00,3,0,3.00,3
39061,3.00,0.00,3,0,3.00,3
38259,3.00,0.00,3,0,3.00,3
39580,3.00,0.00,3,0,3.00,3
38218,3.00,0.00,3,0,3.00,3
39988,3.00,0.00,3,0,3.00,3
38229,3.00,0.00,3,0,3.00,3
39994,3.00,0.00,3,0,3.00,3
36645,3.00,0.00,3,0,3.00,3
40000,3.00,0.00,3,0,3.00,3
38258,3.00,0.00,3,0,3.00,3
40551,3.00,0.00,3,0,3.00,3
38225,3.00,0.00,3,0,3.00,3
41384,3.00,0.00,3,0,3.00,3
46777,3.00,0.00,3,0,3.00,3
